type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-05-07 18:38:30,-22.76815035,-45.46571381,12,3196.000,,92.130,335,12,22,,
T,2019-05-07 18:38:31,-22.76742044,-45.46615221,12,3196.000,,91.990,333,12,22,,
T,2019-05-07 18:38:32,-22.76668749,-45.46660532,12,3196.000,,91.720,332,12,22,,
T,2019-05-07 18:38:33,-22.76596545,-45.46713967,11,3197.000,,93.090,329,12,22,,
T,2019-05-07 18:38:34,-22.76526019,-45.46763848,11,3195.000,,92.850,328,12,22,,
T,2019-05-07 18:38:35,-22.76456323,-45.46813119,11,3194.000,,92.060,327,13,22,,
T,2019-05-07 18:38:36,-22.76387265,-45.46863595,11,3194.000,,92.300,326,12,22,,
T,2019-05-07 18:38:37,-22.76320701,-45.46919910,11,3192.000,,92.160,323,13,22,,
T,2019-05-07 18:38:38,-22.76254343,-45.46976324,11,3191.000,,92.170,322,12,22,,
T,2019-05-07 18:38:39,-22.76191055,-45.47031908,10,3189.000,,91.880,320,14,22,,
T,2019-05-07 18:38:40,-22.76129399,-45.47091977,10,3189.000,,91.530,319,15,22,,
T,2019-05-07 18:38:41,-22.76068817,-45.47152876,10,3190.000,,91.420,318,15,22,,
T,2019-05-07 18:38:42,-22.76009495,-45.47214025,10,3188.000,,91.310,317,16,22,,
T,2019-05-07 18:38:43,-22.75953656,-45.47278745,10,3189.000,,90.560,314,16,22,,
T,2019-05-07 18:38:44,-22.75897404,-45.47342124,10,3189.000,,90.370,313,16,22,,
T,2019-05-07 18:38:45,-22.75847035,-45.47409214,10,3190.000,,89.620,311,15,22,,
T,2019-05-07 18:38:46,-22.75796276,-45.47476269,10,3190.000,,88.990,309,15,22,,
T,2019-05-07 18:38:47,-22.75747690,-45.47546070,10,3191.000,,88.820,308,14,21,,
T,2019-05-07 18:38:48,-22.75701023,-45.47615525,10,3191.000,,88.650,306,14,22,,
T,2019-05-07 18:38:49,-22.75656075,-45.47687122,10,3190.000,,88.670,305,14,22,,
T,2019-05-07 18:38:50,-22.75611854,-45.47759677,10,3189.000,,88.770,304,14,22,,
T,2019-05-07 18:38:51,-22.75571073,-45.47833808,10,3188.000,,88.160,302,14,22,,
T,2019-05-07 18:38:52,-22.75530480,-45.47907850,10,3186.000,,88.020,300,14,22,,
T,2019-05-07 18:38:53,-22.75493334,-45.47983368,10,3186.000,,87.660,299,14,22,,
T,2019-05-07 18:38:54,-22.75457849,-45.48059165,10,3187.000,,87.630,297,14,22,,
T,2019-05-07 18:38:55,-22.75422505,-45.48136724,10,3186.000,,88.050,296,13,22,,
T,2019-05-07 18:38:56,-22.75389727,-45.48214946,11,3186.000,,88.160,295,13,22,,
T,2019-05-07 18:38:57,-22.75356388,-45.48293656,11,3185.000,,88.630,295,13,22,,
T,2019-05-07 18:38:58,-22.75324051,-45.48373967,12,3185.000,,89.430,294,13,22,,
T,2019-05-07 18:38:59,-22.75290581,-45.48456856,13,3184.000,,90.740,294,13,22,,
T,2019-05-07 18:39:00,-22.75263311,-45.48538348,15,3184.000,,90.760,292,13,21,,
T,2019-05-07 18:39:01,-22.75242466,-45.48619587,15,3184.000,,90.560,290,14,22,,
T,2019-05-07 18:39:02,-22.75216287,-45.48703466,15,3185.000,,91.000,289,13,22,,
T,2019-05-07 18:39:03,-22.75193107,-45.48787561,17,3185.000,,91.180,288,12,22,,
T,2019-05-07 18:39:04,-22.75178525,-45.48871524,16,3184.000,,90.660,286,12,22,,
T,2019-05-07 18:39:05,-22.75172933,-45.48954090,14,3184.000,,89.270,283,14,22,,
T,2019-05-07 18:39:06,-22.75160495,-45.49038438,14,3186.000,,88.760,282,14,22,,
T,2019-05-07 18:39:07,-22.75153844,-45.49122050,14,3185.000,,88.230,279,14,22,,
T,2019-05-07 18:39:08,-22.75151961,-45.49205957,14,3185.000,,87.730,277,14,22,,
T,2019-05-07 18:39:09,-22.75145797,-45.49290533,14,3184.000,,87.560,275,15,22,,
T,2019-05-07 18:39:10,-22.75149773,-45.49373776,13,3185.000,,86.940,273,15,22,,
T,2019-05-07 18:39:11,-22.75147257,-45.49459092,13,3185.000,,86.940,272,16,22,,
T,2019-05-07 18:39:12,-22.75145767,-45.49543759,13,3186.000,,87.000,271,16,22,,
T,2019-05-07 18:39:13,-22.75157077,-45.49626876,13,3185.000,,86.570,268,16,22,,
T,2019-05-07 18:39:14,-22.75166171,-45.49709008,14,3186.000,,86.080,266,15,22,,
T,2019-05-07 18:39:15,-22.75178411,-45.49791608,14,3186.000,,85.890,265,14,22,,
T,2019-05-07 18:39:16,-22.75189497,-45.49874053,13,3186.000,,85.400,264,14,22,,
T,2019-05-07 18:39:17,-22.75205600,-45.49954481,14,3187.000,,85.120,262,14,22,,
T,2019-05-07 18:39:18,-22.75221686,-45.50034487,13,3190.000,,84.870,261,14,22,,
T,2019-05-07 18:39:19,-22.75246694,-45.50111648,13,3193.000,,84.100,257,15,22,,
T,2019-05-07 18:39:20,-22.75266589,-45.50191034,12,3195.000,,84.180,256,15,22,,
T,2019-05-07 18:39:21,-22.75289643,-45.50268603,12,3197.000,,84.010,255,15,22,,
T,2019-05-07 18:39:22,-22.75310651,-45.50349111,12,3195.000,,84.540,254,15,22,,
T,2019-05-07 18:39:23,-22.75340299,-45.50424017,12,3196.000,,83.850,251,16,22,,
T,2019-05-07 18:39:24,-22.75369134,-45.50499309,12,3197.000,,83.590,250,16,22,,
T,2019-05-07 18:39:25,-22.75397497,-45.50573372,12,3195.000,,83.200,249,16,22,,
T,2019-05-07 18:39:26,-22.75426327,-45.50648026,12,3195.000,,83.020,248,16,22,,
T,2019-05-07 18:39:27,-22.75458353,-45.50721111,13,3195.000,,82.950,247,16,22,,
T,2019-05-07 18:39:28,-22.75491556,-45.50794344,13,3197.000,,83.210,246,16,22,,
T,2019-05-07 18:39:29,-22.75526244,-45.50865205,14,3197.000,,82.760,244,17,22,,
T,2019-05-07 18:39:30,-22.75566114,-45.50934139,14,3199.000,,83.060,242,17,22,,
T,2019-05-07 18:39:31,-22.75613761,-45.50997043,12,3200.000,,83.080,238,17,21,,
T,2019-05-07 18:39:32,-22.75655650,-45.51063130,12,3200.000,,83.160,236,16,22,,
T,2019-05-07 18:39:33,-22.75699829,-45.51127744,11,3201.000,,83.180,235,17,22,,
T,2019-05-07 18:39:34,-22.75743111,-45.51193871,12,3201.000,,83.100,235,16,22,,
T,2019-05-07 18:39:35,-22.75787334,-45.51259729,12,3202.000,,83.130,234,16,22,,
T,2019-05-07 18:39:36,-22.75837021,-45.51320911,12,3201.000,,83.060,232,16,22,,
T,2019-05-07 18:39:37,-22.75886946,-45.51383448,13,3200.000,,83.860,231,16,22,,
T,2019-05-07 18:39:38,-22.75941380,-45.51443659,13,3199.000,,84.420,229,15,22,,
T,2019-05-07 18:39:39,-22.75997352,-45.51503631,13,3198.000,,84.860,228,15,22,,
T,2019-05-07 18:39:40,-22.76053052,-45.51560691,13,3198.000,,84.680,227,14,22,,
T,2019-05-07 18:39:41,-22.76109674,-45.51615576,13,3197.000,,84.540,225,14,22,,
T,2019-05-07 18:39:42,-22.76169913,-45.51672107,13,3193.000,,85.170,224,14,22,,
T,2019-05-07 18:39:43,-22.76238302,-45.51716215,12,3194.000,,85.160,219,14,22,,
T,2019-05-07 18:39:44,-22.76300969,-45.51763778,11,3195.000,,85.330,216,14,23,,
T,2019-05-07 18:39:45,-22.76364998,-45.51809783,11,3196.000,,85.340,215,14,23,,
T,2019-05-07 18:39:46,-22.76430548,-45.51853412,11,3197.000,,85.240,213,14,23,,
T,2019-05-07 18:39:47,-22.76497984,-45.51894931,11,3197.000,,85.340,211,14,23,,
T,2019-05-07 18:39:48,-22.76563822,-45.51936303,12,3197.000,,84.970,211,13,23,,
T,2019-05-07 18:39:49,-22.76632489,-45.51977034,12,3197.000,,85.350,210,13,23,,
T,2019-05-07 18:39:50,-22.76700441,-45.52016421,13,3198.000,,85.350,209,13,23,,
T,2019-05-07 18:39:51,-22.76776911,-45.52039704,12,3198.000,,86.240,204,13,23,,
T,2019-05-07 18:39:52,-22.76849073,-45.52071579,12,3200.000,,86.060,203,13,22,,
T,2019-05-07 18:39:53,-22.76922996,-45.52104344,12,3200.000,,86.410,203,13,23,,
T,2019-05-07 18:39:54,-22.76994167,-45.52134299,13,3200.000,,85.650,202,13,23,,
T,2019-05-07 18:39:55,-22.77071618,-45.52161677,14,3199.000,,87.120,200,11,23,,
T,2019-05-07 18:39:56,-22.77141403,-45.52189046,14,3199.000,,86.150,200,13,23,,
T,2019-05-07 18:39:57,-22.77223852,-45.52199271,13,3201.000,,87.390,194,13,23,,
T,2019-05-07 18:39:58,-22.77302250,-45.52212914,12,3202.000,,87.710,191,13,23,,
T,2019-05-07 18:39:59,-22.77382569,-45.52227650,12,3203.000,,87.910,190,13,23,,
T,2019-05-07 18:40:00,-22.77462242,-45.52238299,12,3203.000,,88.280,188,13,22,,
T,2019-05-07 18:40:01,-22.77541921,-45.52246743,12,3203.000,,88.420,186,13,22,,
T,2019-05-07 18:40:02,-22.77622427,-45.52252454,12,3203.000,,88.790,185,13,22,,
T,2019-05-07 18:40:03,-22.77702162,-45.52255096,11,3203.000,,89.100,183,12,22,,
T,2019-05-07 18:40:04,-22.77782559,-45.52256369,12,3203.000,,89.600,181,12,22,,
T,2019-05-07 18:40:05,-22.77864801,-45.52254946,12,3203.000,,89.840,179,12,22,,
T,2019-05-07 18:40:06,-22.77945956,-45.52250926,12,3202.000,,90.080,178,13,22,,
T,2019-05-07 18:40:07,-22.78028507,-45.52243909,13,3203.000,,90.540,176,12,22,,
T,2019-05-07 18:40:08,-22.78112296,-45.52233268,12,3205.000,,91.040,175,12,22,,
T,2019-05-07 18:40:09,-22.78194324,-45.52221480,12,3205.000,,91.460,173,14,22,,
T,2019-05-07 18:40:10,-22.78278529,-45.52208910,13,3207.000,,92.240,173,14,22,,
T,2019-05-07 18:40:11,-22.78363257,-45.52196956,13,3205.000,,93.130,172,14,22,,
T,2019-05-07 18:40:12,-22.78447983,-45.52181160,14,3205.000,,93.920,172,14,22,,
T,2019-05-07 18:40:13,-22.78530983,-45.52160337,14,3206.000,,94.320,170,14,22,,
T,2019-05-07 18:40:14,-22.78610960,-45.52129130,14,3207.000,,93.960,167,14,22,,
T,2019-05-07 18:40:15,-22.78694546,-45.52109347,14,3207.000,,94.150,167,15,22,,
T,2019-05-07 18:40:16,-22.78775161,-45.52080580,14,3208.000,,94.430,165,15,22,,
T,2019-05-07 18:40:17,-22.78856383,-45.52050313,14,3208.000,,94.360,164,15,22,,
T,2019-05-07 18:40:18,-22.78933189,-45.52010185,13,3210.000,,94.480,162,16,22,,
T,2019-05-07 18:40:19,-22.79010972,-45.51970321,13,3210.000,,95.170,159,16,22,,
T,2019-05-07 18:40:20,-22.79083090,-45.51915615,12,3212.000,,95.800,154,15,22,,
T,2019-05-07 18:40:21,-22.79160279,-45.51869267,12,3212.000,,96.290,153,13,22,,
T,2019-05-07 18:40:22,-22.79239413,-45.51827425,12,3209.000,,96.810,151,14,22,,
T,2019-05-07 18:40:23,-22.79313911,-45.51778690,12,3211.000,,97.280,150,14,22,,
T,2019-05-07 18:40:24,-22.79388410,-45.51727653,12,3210.000,,97.760,148,14,22,,
T,2019-05-07 18:40:25,-22.79462635,-45.51674952,12,3209.000,,98.320,147,14,22,,
T,2019-05-07 18:40:26,-22.79536148,-45.51620903,11,3208.000,,98.810,145,14,22,,
T,2019-05-07 18:40:27,-22.79608452,-45.51563007,11,3206.000,,99.220,144,14,22,,
T,2019-05-07 18:40:28,-22.79679972,-45.51504845,11,3204.000,,99.500,143,15,22,,
T,2019-05-07 18:40:29,-22.79751419,-45.51443506,11,3202.000,,99.870,142,14,22,,
T,2019-05-07 18:40:30,-22.79821341,-45.51380504,11,3202.000,,100.370,141,14,22,,
T,2019-05-07 18:40:31,-22.79889756,-45.51315515,11,3201.000,,100.630,139,16,22,,
T,2019-05-07 18:40:32,-22.79957514,-45.51250130,11,3201.000,,101.020,138,16,22,,
T,2019-05-07 18:40:33,-22.80024662,-45.51183201,11,3200.000,,101.300,137,17,22,,
T,2019-05-07 18:40:34,-22.80090326,-45.51113736,11,3199.000,,101.560,136,17,22,,
T,2019-05-07 18:40:35,-22.80154439,-45.51042626,11,3199.000,,101.830,135,17,22,,
T,2019-05-07 18:40:36,-22.80218280,-45.50970897,11,3199.000,,102.020,134,19,22,,
T,2019-05-07 18:40:37,-22.80280045,-45.50895671,11,3199.000,,102.170,133,19,22,,
T,2019-05-07 18:40:38,-22.80340902,-45.50821354,11,3199.000,,102.370,132,19,22,,
T,2019-05-07 18:40:39,-22.80400138,-45.50744924,11,3199.000,,102.540,131,19,22,,
T,2019-05-07 18:40:40,-22.80459107,-45.50668351,11,3198.000,,102.730,130,19,22,,
T,2019-05-07 18:40:41,-22.80517066,-45.50589838,11,3198.000,,103.020,129,19,22,,
T,2019-05-07 18:40:42,-22.80575079,-45.50510588,11,3197.000,,103.080,128,18,22,,
T,2019-05-07 18:40:43,-22.80629841,-45.50429780,11,3197.000,,103.220,127,18,22,,
T,2019-05-07 18:40:44,-22.80684544,-45.50347942,11,3197.000,,103.380,126,19,22,,
T,2019-05-07 18:40:45,-22.80738063,-45.50265289,11,3197.000,,103.450,125,18,22,,
T,2019-05-07 18:40:46,-22.80790394,-45.50181344,3,3198.000,,103.430,124,19,21,,
T,2019-05-07 18:40:47,-22.80841245,-45.50097184,3,3199.000,,103.460,123,18,22,,
T,2019-05-07 18:40:48,-22.80891965,-45.50012543,3,3200.000,,103.410,123,18,22,,
T,2019-05-07 18:40:49,-22.80940839,-45.49926575,3,3199.000,,103.500,122,18,22,,
T,2019-05-07 18:40:50,-22.80987967,-45.49839903,3,3200.000,,103.200,121,17,22,,
T,2019-05-07 18:40:51,-22.81033768,-45.49752507,3,3200.000,,103.230,120,17,22,,
T,2019-05-07 18:40:52,-22.81078423,-45.49663970,3,3199.000,,103.400,119,17,22,,
T,2019-05-07 18:40:53,-22.81121896,-45.49575041,3,3199.000,,103.260,118,17,22,,
T,2019-05-07 18:40:54,-22.81164357,-45.49484996,3,3199.000,,103.040,117,17,22,,
T,2019-05-07 18:40:55,-22.81204792,-45.49394785,3,3199.000,,103.190,116,17,22,,
T,2019-05-07 18:40:56,-22.81244022,-45.49303716,3,3200.000,,103.030,115,18,22,,
T,2019-05-07 18:40:57,-22.81282125,-45.49212022,3,3200.000,,103.110,114,19,22,,
T,2019-05-07 18:40:58,-22.81319077,-45.49119999,3,3201.000,,102.980,113,19,22,,
T,2019-05-07 18:40:59,-22.81354967,-45.49027568,3,3201.000,,102.980,113,19,22,,
T,2019-05-07 18:41:00,-22.81388592,-45.48934665,3,3201.000,,102.760,111,19,22,,
T,2019-05-07 18:41:01,-22.81421732,-45.48840973,3,3202.000,,102.670,111,16,19,,
T,2019-05-07 18:41:02,-22.81453113,-45.48746934,4,3202.000,,102.700,110,19,22,,
T,2019-05-07 18:41:03,-22.81484271,-45.48652563,4,3202.000,,102.630,109,18,21,,
T,2019-05-07 18:41:04,-22.81513209,-45.48557206,4,3203.000,,102.520,108,18,22,,
T,2019-05-07 18:41:05,-22.81541689,-45.48462242,5,3203.000,,102.510,108,16,22,,
T,2019-05-07 18:41:06,-22.81566165,-45.48365346,4,3203.000,,102.360,106,10,20,,
T,2019-05-07 18:41:07,-22.81590938,-45.48268783,5,3204.000,,102.480,105,10,22,,
T,2019-05-07 18:41:08,-22.81614260,-45.48172346,5,3204.000,,102.540,105,10,21,,
T,2019-05-07 18:41:09,-22.81637539,-45.48075637,5,3203.000,,102.680,104,11,22,,
T,2019-05-07 18:41:10,-22.81658025,-45.47978331,6,3202.000,,102.670,103,9,20,,
T,2019-05-07 18:41:11,-22.81676637,-45.47880223,6,3202.000,,102.590,102,11,22,,
T,2019-05-07 18:41:12,-22.81693727,-45.47782477,6,3201.000,,102.640,101,10,22,,
T,2019-05-07 18:41:13,-22.81711015,-45.47684342,8,3200.000,,102.610,101,10,22,,
T,2019-05-07 18:41:14,-22.81723859,-45.47584959,6,3198.000,,102.840,99,10,20,,
T,2019-05-07 18:41:15,-22.81736948,-45.47485514,6,3198.000,,103.370,98,12,21,,
T,2019-05-07 18:41:16,-22.81748491,-45.47386292,6,3198.000,,103.250,97,12,22,,
T,2019-05-07 18:41:17,-22.81760176,-45.47286574,8,3198.000,,103.230,97,12,22,,
T,2019-05-07 18:41:18,-22.81768168,-45.47186079,6,3199.000,,103.520,96,11,21,,
T,2019-05-07 18:41:19,-22.81776304,-45.47085881,8,3199.000,,103.490,95,12,22,,
T,2019-05-07 18:41:20,-22.81784903,-45.46983582,8,3197.000,,103.660,94,10,21,,
T,2019-05-07 18:41:21,-22.81791285,-45.46882893,8,3197.000,,103.650,94,11,21,,
T,2019-05-07 18:41:22,-22.81793840,-45.46781796,8,3197.000,,103.670,92,11,19,,
T,2019-05-07 18:41:23,-22.81795739,-45.46681308,8,3197.000,,103.400,91,13,21,,
T,2019-05-07 18:41:24,-22.81796558,-45.46580615,6,3197.000,,103.310,90,13,21,,
T,2019-05-07 18:41:25,-22.81797635,-45.46478876,8,3196.000,,103.530,90,10,18,,
T,2019-05-07 18:41:26,-22.81794186,-45.46379279,8,3196.000,,103.140,88,12,20,,
T,2019-05-07 18:41:27,-22.81791222,-45.46278207,8,3196.000,,103.210,87,14,20,,
T,2019-05-07 18:41:28,-22.81786103,-45.46177792,6,3194.000,,103.130,86,15,21,,
T,2019-05-07 18:41:29,-22.81778785,-45.46078254,6,3194.000,,103.010,85,12,18,,
T,2019-05-07 18:41:30,-22.81770630,-45.45978043,6,3194.000,,103.000,85,15,21,,
T,2019-05-07 18:41:31,-22.81760110,-45.45878489,5,3195.000,,102.870,84,14,20,,
T,2019-05-07 18:41:32,-22.81748758,-45.45778889,5,3194.000,,102.810,83,14,20,,
T,2019-05-07 18:41:33,-22.81735734,-45.45680120,5,3194.000,,102.610,82,13,20,,
T,2019-05-07 18:41:34,-22.81722378,-45.45581091,6,3194.000,,102.950,82,15,21,,
T,2019-05-07 18:41:35,-22.81707515,-45.45480798,8,3194.000,,103.200,81,13,20,,
T,2019-05-07 18:41:36,-22.81689459,-45.45383055,8,3194.000,,102.650,80,14,21,,
T,2019-05-07 18:41:37,-22.81669139,-45.45286458,6,3195.000,,102.350,78,13,21,,
T,2019-05-07 18:41:38,-22.81649816,-45.45188384,6,3196.000,,102.470,78,10,19,,
T,2019-05-07 18:41:39,-22.81628934,-45.45091565,8,3195.000,,102.350,77,11,20,,
T,2019-05-07 18:41:40,-22.81605780,-45.44995584,8,3195.000,,102.550,76,12,20,,
T,2019-05-07 18:41:41,-22.81583236,-45.44900603,8,3195.000,,102.540,75,13,21,,
T,2019-05-07 18:41:42,-22.81558010,-45.44803554,6,3194.000,,102.750,74,13,20,,
T,2019-05-07 18:41:43,-22.81531688,-45.44707781,5,3194.000,,102.730,74,12,19,,
T,2019-05-07 18:41:44,-22.81505477,-45.44609652,5,3191.000,,102.910,73,12,19,,
T,2019-05-07 18:41:45,-22.81476857,-45.44514222,5,3190.000,,102.930,72,13,20,,
T,2019-05-07 18:41:46,-22.81447595,-45.44419358,5,3188.000,,103.040,71,12,20,,
T,2019-05-07 18:41:47,-22.81417117,-45.44324264,5,3187.000,,103.200,71,13,21,,
T,2019-05-07 18:41:48,-22.81385478,-45.44229856,6,3186.000,,103.410,70,13,21,,
T,2019-05-07 18:41:49,-22.81352756,-45.44135522,6,3185.000,,103.300,70,11,19,,
T,2019-05-07 18:41:50,-22.81318792,-45.44041712,6,3185.000,,103.480,69,13,21,,
T,2019-05-07 18:41:51,-22.81284006,-45.43948410,6,3186.000,,103.400,68,12,21,,
T,2019-05-07 18:41:52,-22.81248295,-45.43855651,6,3186.000,,103.390,68,10,19,,
T,2019-05-07 18:41:53,-22.81211206,-45.43763129,6,3186.000,,103.370,67,13,21,,
T,2019-05-07 18:41:54,-22.81173479,-45.43670646,8,3185.000,,103.320,66,12,20,,
T,2019-05-07 18:41:55,-22.81135101,-45.43578903,8,3185.000,,103.440,66,13,21,,
T,2019-05-07 18:41:56,-22.81096055,-45.43487900,9,3185.000,,103.120,65,12,20,,
T,2019-05-07 18:41:57,-22.81055681,-45.43397193,9,3186.000,,103.000,64,12,20,,
T,2019-05-07 18:41:58,-22.81019221,-45.43307155,8,3183.000,,102.950,64,12,21,,
T,2019-05-07 18:41:59,-22.80978217,-45.43217288,8,3183.000,,102.650,63,10,19,,
T,2019-05-07 18:42:00,-22.80935906,-45.43127409,8,3184.000,,102.620,62,12,20,,
T,2019-05-07 18:42:01,-22.80891902,-45.43039364,8,3185.000,,102.350,61,13,21,,
T,2019-05-07 18:42:02,-22.80846993,-45.42951565,8,3185.000,,102.120,60,12,21,,
T,2019-05-07 18:42:03,-22.80800204,-45.42865996,8,3187.000,,102.080,60,12,20,,
T,2019-05-07 18:42:04,-22.80752378,-45.42781159,8,3189.000,,101.770,59,13,21,,
T,2019-05-07 18:42:05,-22.80704663,-45.42696504,8,3189.000,,101.760,59,13,21,,
T,2019-05-07 18:42:06,-22.80651643,-45.42614486,6,3192.000,,101.550,57,13,21,,
T,2019-05-07 18:42:07,-22.80599690,-45.42532509,6,3193.000,,101.360,56,12,19,,
T,2019-05-07 18:42:08,-22.80546299,-45.42452143,6,3195.000,,101.270,55,14,21,,
T,2019-05-07 18:42:09,-22.80492307,-45.42372555,8,3197.000,,101.150,54,13,21,,
T,2019-05-07 18:42:10,-22.80437521,-45.42294205,6,3197.000,,100.980,53,12,20,,
T,2019-05-07 18:42:11,-22.80382426,-45.42215201,6,3197.000,,101.070,52,10,19,,
T,2019-05-07 18:42:12,-22.80323648,-45.42139232,5,3198.000,,101.100,51,12,20,,
T,2019-05-07 18:42:13,-22.80265531,-45.42063225,5,3197.000,,100.980,49,13,20,,
T,2019-05-07 18:42:14,-22.80205486,-45.41989703,5,3197.000,,101.050,48,14,21,,
T,2019-05-07 18:42:15,-22.80144172,-45.41916714,5,3196.000,,101.070,47,13,19,,
T,2019-05-07 18:42:16,-22.80082471,-45.41844256,6,3196.000,,101.060,47,14,19,,
T,2019-05-07 18:42:17,-22.80017449,-45.41774935,5,3194.000,,101.260,46,15,21,,
T,2019-05-07 18:42:18,-22.79953459,-45.41705561,5,3192.000,,101.220,45,15,21,,
T,2019-05-07 18:42:19,-22.79888346,-45.41636449,5,3191.000,,101.320,44,12,18,,
T,2019-05-07 18:42:20,-22.79821161,-45.41568144,5,3191.000,,101.390,43,14,20,,
T,2019-05-07 18:42:21,-22.79753343,-45.41500949,5,3190.000,,101.410,42,14,20,,
T,2019-05-07 18:42:22,-22.79685557,-45.41434709,5,3189.000,,101.420,42,13,19,,
T,2019-05-07 18:42:23,-22.79615966,-45.41370772,5,3189.000,,101.450,41,14,20,,
T,2019-05-07 18:42:24,-22.79545833,-45.41307225,5,3188.000,,101.290,40,14,20,,
T,2019-05-07 18:42:25,-22.79474836,-45.41244376,6,3188.000,,101.410,39,14,20,,
T,2019-05-07 18:42:26,-22.79403334,-45.41182878,6,3188.000,,101.490,39,12,19,,
T,2019-05-07 18:42:27,-22.79330986,-45.41124214,6,3187.000,,101.060,37,14,21,,
T,2019-05-07 18:42:28,-22.79258406,-45.41066604,6,3187.000,,100.980,36,13,21,,
T,2019-05-07 18:42:29,-22.79185161,-45.41008226,6,3185.000,,100.790,36,12,18,,
T,2019-05-07 18:42:30,-22.79111161,-45.40951167,8,3185.000,,100.780,36,12,18,,
T,2019-05-07 18:42:31,-22.79035213,-45.40896739,6,3185.000,,100.900,35,13,20,,
T,2019-05-07 18:42:32,-22.78958506,-45.40842493,9,3184.000,,101.440,34,15,21,,
T,2019-05-07 18:42:33,-22.78881172,-45.40789140,10,3183.000,,101.860,33,13,19,,
T,2019-05-07 18:42:34,-22.78803393,-45.40736350,9,3185.000,,100.720,31,14,20,,
T,2019-05-07 18:42:35,-22.78725837,-45.40685207,10,3184.000,,100.710,31,14,20,,
T,2019-05-07 18:42:36,-22.78645383,-45.40638475,10,3182.000,,100.710,30,12,17,,
T,2019-05-07 18:42:37,-22.78566535,-45.40589582,9,3182.000,,100.780,29,15,20,,
T,2019-05-07 18:42:38,-22.78487231,-45.40541437,10,3179.000,,101.100,29,16,20,,
T,2019-05-07 18:42:39,-22.78407817,-45.40499325,10,3176.000,,100.720,27,16,21,,
T,2019-05-07 18:42:40,-22.78327087,-45.40456003,10,3174.000,,100.770,26,15,20,,
T,2019-05-07 18:42:41,-22.78244326,-45.40411862,11,3170.000,,100.700,25,15,20,,
T,2019-05-07 18:42:42,-22.78160528,-45.40368531,11,3170.000,,100.700,25,13,20,,
T,2019-05-07 18:42:43,-22.78076727,-45.40328523,10,3168.000,,100.760,24,13,20,,
T,2019-05-07 18:42:44,-22.77992702,-45.40290276,10,3166.000,,100.840,23,12,20,,
T,2019-05-07 18:42:45,-22.77908849,-45.40252108,11,3165.000,,100.840,23,14,20,,
T,2019-05-07 18:42:46,-22.77822978,-45.40219275,9,3166.000,,100.600,21,12,18,,
T,2019-05-07 18:42:47,-22.77736610,-45.40186299,8,3165.000,,100.470,20,15,20,,
T,2019-05-07 18:42:48,-22.77651415,-45.40154582,8,3164.000,,100.420,19,13,17,,
T,2019-05-07 18:42:49,-22.77563924,-45.40124626,8,3162.000,,100.260,17,15,19,,
T,2019-05-07 18:42:50,-22.77477228,-45.40095885,8,3162.000,,100.110,17,16,20,,
T,2019-05-07 18:42:51,-22.77390599,-45.40070103,8,3162.000,,99.750,16,16,20,,
T,2019-05-07 18:42:52,-22.77304075,-45.40043713,8,3162.000,,99.720,15,16,20,,
T,2019-05-07 18:42:53,-22.77216645,-45.40018785,9,3161.000,,99.410,14,17,21,,
T,2019-05-07 18:42:54,-22.77129102,-45.39995849,13,3161.000,,99.900,14,15,21,,
T,2019-05-07 18:42:55,-22.77041253,-45.39973902,14,3162.000,,100.000,13,13,21,,
T,2019-05-07 18:42:56,-22.76953980,-45.39960330,14,3162.000,,98.930,11,14,21,,
T,2019-05-07 18:42:57,-22.76866554,-45.39944992,14,3162.000,,98.560,11,13,22,,
T,2019-05-07 18:42:58,-22.76779855,-45.39931805,15,3162.000,,97.990,10,14,22,,
T,2019-05-07 18:42:59,-22.76692284,-45.39919791,18,3162.000,,97.800,9,15,22,,
T,2019-05-07 18:43:00,-22.76604708,-45.39910658,20,3162.000,,97.650,7,15,22,,
T,2019-05-07 18:43:01,-22.76517903,-45.39905907,16,3161.000,,96.870,6,15,22,,
T,2019-05-07 18:43:02,-22.76432583,-45.39898946,16,3161.000,,96.510,5,15,22,,
T,2019-05-07 18:43:03,-22.76344363,-45.39895104,15,3161.000,,96.910,4,15,22,,
T,2019-05-07 18:43:04,-22.76258461,-45.39897125,14,3163.000,,96.620,3,16,22,,
T,2019-05-07 18:43:05,-22.76171365,-45.39893428,13,3163.000,,96.550,2,17,22,,
T,2019-05-07 18:43:06,-22.76084191,-45.39903415,12,3163.000,,96.040,358,17,22,,
T,2019-05-07 18:43:07,-22.75998740,-45.39909569,11,3165.000,,95.820,357,17,23,,
T,2019-05-07 18:43:08,-22.75912280,-45.39916158,11,3164.000,,95.650,356,17,23,,
